8	97
11291	3.30	10.15	47.63	4.28	1438.8	2.15	0.00	Algeria
61750	1.66	11.14	119.13	1.94	7251.3	0.30	0.20	Argentina
16469	17.56	28.46	177.13	11.20	1012.0	11.11	0.00	Angola
115125	2.23	8.94	407.25	3.55	18512.5	2.08	1.49	Australia
36238	0.88	1.97	212.00	5.90	23800.0	0.15	0.13	Austria
48200	7.90	20.78	680.50	14.20	8620.0	2.41	0.00	Bahrain
4629	1.29	10.03	4.25	0.93	324.9	0.81	0.00	Bangladesh
72600	1.59	3.39	362.63	5.20	22787.5	0.21	0.09	Belgium
4705	2.06	9.21	19.88	4.23	961.0	0.89	0.00	Bolivia
27288	4.46	10.85	131.25	4.81	2945.0	1.33	0.00	Botswana
26875	1.60	3.90	48.38	1.81	3007.5	0.60	0.16	Brazil
52675	3.57	10.08	810.00	13.46	19750.0	0.74	0.00	Brunei
15913	2.86	7.21	144.75	9.38	5105.0	0.38	2.84	Bulgaria
8399	1.60	9.76	8.25	0.99	521.6	0.65	0.00	Cameroon
124250	1.59	6.23	285.75	2.33	18262.5	0.31	0.34	Canada
1022	2.70	13.30	5.80	5.11	198.6	5.79	0.00	Chad
18838	3.30	14.85	127.88	6.84	3835.0	1.00	0.03	Chile
25438	2.35	27.41	57.13	2.31	2468.8	0.66	0.64	China
15838	2.88	17.82	63.13	4.00	2190.0	0.81	0.00	Colombia
23888	4.08	11.80	449.38	11.15	10878.8	4.11	0.00	Cyprus
103500	1.79	4.29	529.63	5.13	29937.5	0.49	0.00	Denmark
5985	1.13	6.56	18.38	3.13	1681.3	0.25	0.00	Dominican Republic
8416	3.60	20.48	41.25	4.92	1146.3	2.18	0.00	Ecuador
5384	3.10	8.90	36.63	6.81	1188.8	14.21	0.26	Egypt
5383	1.20	10.04	22.75	4.96	1936.3	1.33	0.00	El Salvador
1223	3.61	14.85	3.38	2.56	91.8	4.38	0.00	Ethiopia
57300	1.83	4.37	378.63	6.62	21100.0	1.59	0.08	Finland
83675	3.06	6.64	695.75	8.34	22812.5	0.15	1.29	France
94825	1.73	5.11	418.38	4.41	24425.0	0.31	0.34	Germany,West
7351	0.78	3.50	3.00	0.40	375.1	0.06	0.00	Ghana
24563	4.38	14.46	485.13	19.80	11100.0	4.03	0.25	Greece
915	3.05	8.36	6.38	7.09	204.8	0.00	0.00	Guinea Bissau
3259	1.31	2.51	9.00	2.79	727.8	0.00	0.00	Guyana
29588	1.69	3.52	161.63	5.55	9621.3	1.23	0.11	Hungary
7124	2.50	13.89	9.75	1.35	383.1	1.53	0.04	India
6139	1.29	7.18	8.50	1.38	643.0	1.18	0.06	Indonesia
13063	2.98	12.34	102.13	7.88	3450.0	3.19	0.44	Iran
46638	1.16	2.99	198.88	4.31	17500.0	0.09	0.00	Ireland
48613	10.06	21.03	1625.00	33.51	16225.0	5.70	3.71	Israel
50888	1.99	4.03	379.63	7.50	19075.0	0.25	0.18	Italy
16050	0.74	2.28	18.63	1.16	2657.5	0.33	0.00	Jamaica
170250	1.00	5.12	330.88	1.94	34200.0	0.79	0.00	Japan
5943	8.58	26.32	141.50	24.00	1647.5	2.13	0.26	Jordan
8730	2.20	7.50	7.63	0.86	346.0	0.61	0.00	Kenya
5223	24.79	28.50	268.25	51.15	1081.3	4.76	12.40	North Korea
15713	3.23	15.81	244.25	15.69	7661.3	1.60	0.03	South Korea
386125	18.31	32.73	3606.25	10.44	19500.0	13.73	0.13	Kuwait
1285	5.28	20.00	11.75	9.38	229.1	2.61	0.00	Laos
10954	3.75	11.98	162.88	15.05	4361.3	0.30	0.00	Lebanon
16725	5.78	17.03	305.50	17.30	5923.8	1.39	0.06	Libya
14263	2.61	10.54	82.88	5.85	3218.8	0.89	0.01	Malaysia
2246	3.41	13.43	11.43	5.26	334.9	0.41	0.00	Mauritania
12535	0.61	4.03	26.63	2.16	4416.3	0.21	0.00	Mexico
6791	4.29	13.06	47.75	7.05	1120.0	1.36	0.00	Morocco
103250	1.94	4.76	444.13	4.43	22950.0	0.40	0.19	Netherlands
60763	1.38	3.80	175.75	2.90	13075.0	1.89	0.05	New Zealand
2206	2.09	5.24	7.38	3.29	365.4	0.27	2.64	Nicaragua
3734	1.13	6.71	2.25	0.58	196.1	0.16	0.00	Niger
12429	1.10	6.91	9.13	0.75	835.5	0.60	0.00	Nigeria
97963	2.50	5.70	769.88	7.89	31137.5	1.01	0.06	Norway
55363	18.31	38.85	951.25	17.11	5167.5	4.17	0.00	Oman
5835	6.33	26.54	26.75	4.60	422.1	5.38	0.13	Pakistan
9120	1.35	5.20	41.13	4.51	3072.5	0.34	0.36	Panama
10449	1.50	4.85	11.13	1.03	748.6	0.54	0.00	Papua New Guinea
8253	2.11	11.79	37.63	4.61	1795.0	1.62	0.00	Peru
11000	1.68	9.00	15.75	1.44	957.0	0.69	0.00	Philippines
26288	2.36	6.02	160.13	6.21	6861.3	0.11	0.23	Poland
31275	2.35	5.80	241.88	8.00	10245.0	0.53	0.11	Portugal
102800	11.05	24.76	1651.25	16.10	14950.0	23.64	0.59	Qatar
17529	2.39	6.97	148.14	8.50	6250.0	0.98	0.31	Romania
35488	6.40	26.14	317.75	8.88	4855.0	0.16	4.24	Russia
2046	4.42	24.18	10.13	5.34	233.4	5.64	0.00	Rwanda
130625	16.31	43.38	1240.63	9.40	7483.8	31.59	0.01	Saudi Arabia
6598	4.09	21.86	6.75	1.09	166.9	2.69	0.00	Sierra Leone
62488	4.85	21.75	1010.38	16.30	20987.5	0.45	0.01	Singapore
34400	2.18	6.83	62.63	1.81	2905.0	0.93	0.72	South Africa
39175	1.45	4.69	194.50	5.00	13550.0	0.51	0.31	Spain
5448	4.49	16.48	32.38	6.00	718.3	1.53	0.00	Sri Lanka
4858	6.44	51.85	14.13	2.96	227.3	5.09	0.00	Sudan
80488	2.39	5.11	572.75	7.21	23975.0	0.56	1.30	Sweden
103750	1.49	5.87	537.38	5.24	36262.5	0.60	0.34	Switzerland
12875	7.05	28.35	290.25	22.79	4120.0	4.02	0.08	Syria
9515	2.36	13.03	47.13	4.93	1993.8	0.93	0.00	Thailand
3271	2.56	11.23	7.00	2.20	274.8	0.74	0.00	Togo
10229	2.14	6.21	39.88	3.88	1860.0	0.44	0.00	Tunisia
9331	4.16	15.71	117.13	12.60	2805.0	5.53	0.14	Turkey
1903	2.15	11.96	5.00	2.77	227.8	2.00	0.00	Uganda
39113	4.84	46.58	1065.63	27.29	22200.0	4.78	0.05	United Arab Emirates
166375	3.05	7.70	678.63	4.11	22500.0	0.70	2.32	United Kingdom
183500	3.76	17.69	1145.00	6.24	30787.5	0.19	4.53	United States
12750	1.65	5.46	98.88	7.71	5998.8	0.40	0.00	Uruguay
18025	1.32	6.35	62.38	3.44	4677.5	1.56	0.00	Venezuela
4132	2.76	11.22	41.40	9.42	1617.5	1.08	0.05	Viet Nam
64200	8.55	20.80	67.00	0.96	818.4	3.62	0.00	Democratic Republic of the Congo
4415	3.80	10.41	17.13	3.94	446.4	1.60	0.16	Zimbabwe
29638	4.86	30.46	547.38	18.70	11301.3	2.84	0.01	Taiwan
12738	8.10	106.09	93.50	7.33	1158.9	10.99	0.00	Burma
