3.1870077	10.564441	13.518009
3.5947707	11.024297	13.3816395
4.1567388	11.229177	13.172575
4.9421954	10.924712	12.836255
5.3919787	10.404435	12.628284
5.434383	9.910492	12.605304
5.7312922	8.414186	12.432642
5.919545	7.607165	12.3268795
6.325773	7.386337	12.092593
6.6874433	6.8693657	11.860874
6.8270936	6.3493266	11.762969
7.2933674	5.8060637	11.437059
7.5981417	5.396946	11.197251
8.202331	4.9780607	10.679979
8.784057	4.7483892	10.12357
9.636105	4.468093	9.161376
10.147357	4.2591715	8.5330105
10.295276	4.4292006	8.320845
10.737622	4.5562634	7.6033845
11.240384	4.3279624	6.682004
11.599253	3.7929862	5.9018683
11.857598	3.5672674	5.2444553
12.038693	3.801976	4.6994953
12.173726	4.180351	4.1972632
12.35027	4.637013	3.2128
12.548525	5.114955	1.7514348
12.592604	5.363799	1.1606973
12.562927	5.227204	0.42277324
12.502821	5.4338403	-0.45958465
12.4143915	6.146605	-1.1443806
12.343102	6.513009	-1.5410606
12.311395	6.6014876	-1.6854489
12.008709	7.1610374	-2.7435093
11.789372	7.518605	-3.4295595
11.699489	7.8084702	-3.6600933
11.499695	8.654585	-4.1200056
11.301647	9.2387	-4.535552
11.120301	9.455172	-4.869378
10.564059	9.833347	-5.751119
9.962337	10.20591	-6.620429
9.730922	10.442036	-6.9027853
9.366196	10.194817	-7.324563
9.005588	10.287766	-7.6990166
8.691234	10.308153	-7.9963417
8.135489	9.92607	-8.46193
7.372791	9.560058	-9.03866
6.6721306	9.382899	-9.477089
6.160902	9.198887	-9.767109
5.6935096	9.221975	-9.997129
5.153483	9.58162	-10.228384
4.6034875	9.5443	-10.43049
3.958517	9.456971	-10.624886
3.0795135	9.694528	-10.825144
2.2109768	9.542514	-10.964123
1.698664	9.608397	-11.010887
1.355814	10.0087595	-11.03045
1.001422	10.106153	-11.031311
0.40648368	10.184291	-11.015327
0.03733607	10.26046	-10.992394
-0.84568965	9.0262375	-10.855619
-1.5799469	8.193777	-10.717445
-2.1022022	8.024081	-10.578906
-2.6358368	8.214694	-10.40946
-2.854744	7.9884977	-10.332595
-3.2740889	7.2722464	-10.15611
-3.8945065	6.457845	-9.866574
-4.3181224	6.562965	-9.634447
-4.917183	6.2155104	-9.271993
-5.239127	5.9627213	-9.060588
-5.571141	5.342042	-8.814897
-5.8697095	5.824525	-8.562838
-6.5275145	6.256461	-7.948794
-7.0167947	6.2400174	-7.423444
-7.6418443	5.7587056	-6.6295676
-7.964352	5.367241	-6.177679
-8.17893	5.748623	-5.8021264
-8.606426	6.3307314	-4.96062
-8.84488	5.661232	-4.364426
-9.032257	5.228314	-3.864512
-9.12063	5.2595053	-3.5506349
-9.255555	4.9377437	-2.9517145
-9.346526	4.8160596	-2.4648278
-9.441488	5.5893526	-1.6985086
-9.453135	5.373896	-1.2922124
-9.437455	4.9421577	-0.435047
-9.409789	4.7425094	0.07852744
-9.301194	5.59387	0.7579147
-9.212478	6.1004953	1.1863915
-9.093662	6.5143847	1.6053421
-8.812821	6.7113504	2.382039
-8.534888	6.708569	3.061566
-8.289838	6.4227395	3.5359147
-7.955974	6.386553	4.060092
-7.386753	6.3932257	4.813875
-6.750733	6.4442225	5.5053163
-6.4167895	6.930052	5.8390274
-6.0972285	6.8167257	6.103331
-5.4822206	6.892573	6.5408063
-4.856823	7.17893	6.924911
-4.638488	7.1433234	7.0355396
-3.8304803	6.9261217	7.380222
-3.295627	6.793566	7.56871
-2.7914336	6.658697	7.7009387
-2.3777683	6.7104077	7.7887187
-1.9744922	6.6896143	7.8322864
-0.82962394	6.1588974	7.8788157
-0.29812944	5.6335998	7.878189
0.19667469	4.57133	7.805181
0.98648024	3.4841516	7.637257
1.40073	4.0430365	7.5301
1.6765431	4.6304874	7.4303846
2.1347754	5.3247733	7.2437873
2.158023	5.7180986	7.2290006
2.2150984	6.2178144	7.2008924
2.5163438	6.6033177	7.0446076
3.150219	7.2137785	6.676488
3.8556876	7.7738585	6.1360493
4.496089	8.579955	5.5520773
5.134175	9.519241	4.783917
5.3723803	9.760956	4.433143
5.5582933	9.852003	4.090225
5.843199	10.18569	3.3531337
6.194961	9.850736	2.1106968
6.3455415	9.478648	1.1318569
6.335686	9.310734	0.70117265
6.174776	8.749518	-0.33262905
5.9026065	8.6086855	-1.2683095
5.6271777	8.770759	-1.8585628
4.7736797	9.091399	-3.0030336
4.086582	9.055041	-3.674029
3.4563053	9.020689	-4.1225457
3.0896406	9.491404	-4.332043
2.720099	9.469419	-4.4818187
2.20001	9.2579	-4.6483912
1.7756053	9.163612	-4.720122
1.1373074	9.521964	-4.7825675
0.7130572	10.025155	-4.794249