29 500
17.96101298 6.913754916 26.21209749 13.03721502 66.10072485 21.38095415 12.87889597 16.13537795 2.89576128 15.65967742 15.31001203 1.105757656 30.94698223 25.42525281 18.24121045 15.77710578 11.77923477 24.55896966 30.33703952 12.54304846 45940.60051 3646.699629 173.114491 90.55058611 -15373.09816 41269.26181 476231.8107 45908.41227 1362809.056
19.92640104 4.803721942 13.62295875 13.20370341 2.092537659 13.62639515 14.92924445 14.42202841 21.17654874 10.56479366 1.141692008 9.145443041 9.166817308 4.406290658 4.317673948 10.97305594 22.44607297 15.4478875 3.405463638 24.56294903 46192.88358 28797.82117 596.5733124 97.45874012 -5602.208241 70017.58221 412055.7162 32312.3 1603472.739
5.100216746 12.49640281 28.86412089 10.93360285 56.40698046 20.52732228 19.62845081 13.80107349 28.62500513 13.96732576 14.89730864 12.30664061 15.06985866 24.92823315 17.14845884 6.861052391 10.30702605 51.06705487 9.273624637 23.72050792 34574.47888 12869.65858 -140.0833173 93.36692645 714.4104023 91413.27976 3342623.507 29142.62025 1186875.822
14.24448731 22.13631779 23.15937823 4.522547387 34.69498513 19.2797992 21.42973793 16.66643359 21.36964865 19.21496161 12.32111554 9.692557231 15.9066349 5.018358631 17.8767567 13.58929528 2.566077296 15.19846129 10.10328562 24.24280914 35783.25782 2985.01977 705.8239374 47.31415806 -10086.94077 3155.622694 2354571.515 43737.4016 652697.4427
17.82168731 24.19054795 21.44842425 7.80977758 40.37376012 20.27430898 15.15304612 12.24369598 45.64777952 6.213360529 21.53855474 20.72304438 21.84203354 15.78685902 12.81092172 28.50149918 11.6010321 43.06113705 6.122605138 15.43212882 30556.87229 3802.25305 754.43741 49.49993675 -3057.489811 104179.8453 1796899.619 6870.109616 362936.2815
10.97544596 8.628637589 7.308922561 6.538826492 62.97927979 25.61494482 28.54757662 13.57355952 24.22168174 4.213235278 15.25753519 3.567418153 8.548796758 27.27014437 27.30496585 12.25900746 1.564225062 25.35928852 6.006885107 9.18007181 23093.22094 6817.34388 -225.510613 32.06575827 -974.2770705 18373.12508 1027865.258 1945.573776 1595519.348
6.857267285 17.26650253 17.12668532 23.81030166 55.66507806 25.73635855 21.62916829 12.91909918 38.96247914 14.211119 15.02350728 22.88484867 11.14312782 5.175257352 2.844620974 19.78613108 20.25926026 8.99679527 24.75805332 11.57244086 35006.01257 9187.285812 916.3015503 51.88233788 -12205.8902 66114.14398 2265173.142 52504.74949 1454158.479
12.23454399 13.32488857 12.25184183 28.36552947 33.58232596 8.636759401 22.40596488 11.86195552 12.68734352 3.875582348 15.64630378 23.41899423 38.95666708 16.29711631 11.41954002 -0.35917171 19.79780158 40.91479284 26.97166871 17.59657548 22040.86447 10369.47265 590.986124 49.67700003 -22780.40067 27557.66552 889495.5051 21970.8606 340175.7376
15.68615164 19.10100891 7.658460516 28.75987787 1.574980254 3.95204952 14.07125258 20.27929671 20.05119624 14.29091862 7.989206013 19.26517241 31.79921247 27.05083806 4.799828011 8.28701921 3.915251975 30.25022936 0.176598811 3.566050238 47500.42528 12761.18866 401.1864498 56.03891114 7430.202099 35817.03071 1924157.719 40042.67272 458695.6385
25.02222931 17.83836255 2.486785131 24.49218982 17.06600407 9.817920466 1.354291879 21.72665398 31.73808129 10.3020119 -0.498059157 24.38588023 37.64311717 11.25798643 7.29018477 4.54173994 13.98731105 50.52405167 13.35932131 24.89703441 47140.37587 13648.48859 22.39278582 8.744484713 -27754.19243 92585.68812 3057104.391 35938.4826 288707.4318
