3.1639478	0.74511784	13.335386
4.161978	1.2357712	13.158379
4.641819	1.6411284	12.97972
5.544927	2.3800418	12.522181
6.3244476	2.7790992	12.075765
7.043593	2.4095945	11.581973
8.596114	1.637353	10.308274
8.903179	1.627839	10.020999
9.607753	1.2237388	9.175251
10.390683	0.8079926	8.175648
10.653002	0.7468004	7.7681146
10.953405	0.6798988	7.220509
11.635441	0.51825356	5.685186
12.127624	0.63871837	4.416369
12.249608	0.9278101	3.9643614
12.329767	1.1300217	3.5654252
12.509785	1.4155989	2.1143625
12.57883	1.7046223	1.1891463
12.586004	2.2203655	0.510864
12.55269	2.7354317	-0.037811544
12.437651	3.2969925	-0.93271166
12.343827	3.630617	-1.5183126
12.208095	3.0434082	-2.0684195
11.96765	3.2791154	-2.922794
11.905067	3.213143	-3.1094859
11.617114	2.840933	-3.7821808
11.022809	3.336967	-5.018778
10.68354	3.6012163	-5.6009884
9.961232	3.8820374	-6.6012425
9.393988	3.5596488	-7.2721734
8.333199	2.6037202	-8.280898
7.7739434	2.1576314	-8.7425165
7.0346465	1.8750039	-9.245341
6.1778545	1.3726231	-9.735487
5.297331	1.1180829	-10.115473
3.9667797	1.0523393	-10.609765
3.3239987	0.92968816	-10.790225
3.128452	0.77067184	-10.825252
2.0480204	0.8407346	-10.95097
0.9542607	1.1560531	-11.011526
-0.24908802	0.990224	-10.944211
-0.82117957	0.80682504	-10.886484
-1.1123832	0.8805947	-10.829101
-1.7578007	1.221487	-10.671844
-2.7061222	1.3057669	-10.373498
-3.5936832	1.3811952	-10.011257
-4.387493	1.67798	-9.594491
-4.816902	2.013222	-9.345129
-5.6034994	1.0972677	-8.731387
-6.468301	0.6732474	-7.9879675
-6.833608	1.0943191	-7.6462474
-7.814219	0.4775656	-6.3113003
-8.28014	0.4118438	-5.632741
-8.378094	0.73772204	-5.451629
-8.531673	1.4965395	-5.1375494
-8.631936	1.9697696	-4.895504
-8.80961	2.3418365	-4.442943
-9.148439	1.7408731	-3.383363
-9.316949	1.3750812	-2.659659
-9.363168	1.9482536	-2.42348
-9.407046	1.6938006	-1.7639571
-9.437892	0.96216345	-0.54566765
-9.404091	0.69765955	0.06094845
-9.2940855	0.6630813	0.71985495
-9.112645	0.7486118	1.5073817
-8.659438	0.9465851	2.6538332
-8.139901	1.0448004	3.7520514
-7.686903	1.1735241	4.4151187
-7.494637	1.5751216	4.6983104
-6.735919	1.8331685	5.463891
-5.4199123	1.8440956	6.565931
-5.0024443	1.8675823	6.8400636
-3.9874935	1.8100814	7.2906723
-3.2242413	1.6474111	7.588343
-2.2323291	1.934746	7.77814
-1.3396804	2.4023423	7.8947563
-1.1095831	3.1687307	7.901011
-0.67419654	3.7368047	7.893315
0.75516534	4.962151	7.5870357
1.8940918	6.153692	7.31255
2.5163438	6.6033177	7.0446076
3.0890348	7.030359	6.713776
3.7482674	7.2214417	6.227931
4.245379	7.3535914	5.829582
4.485548	7.525899	5.591595
4.658532	7.4055824	5.39922
5.040704	7.4893603	4.882091
5.570477	7.5214863	4.0387287
5.827949	7.548658	3.5243595
6.0115952	7.4820223	3.057803
6.108688	7.315232	2.6842833
6.282154	7.109693	1.6221453
6.336763	6.6506457	0.77950734
6.287017	6.3328767	0.2201386
6.206802	6.1057367	-0.31198815
5.950864	5.461902	-1.1753888
5.8103156	5.2026305	-1.5520251
5.6873636	5.2648	-1.8048154
5.518433	5.0697174	-2.0736964
4.782409	4.239067	-3.0236368
4.394263	3.844497	-3.4718027
4.048015	3.8302548	-3.742416
3.6020732	3.994969	-4.061539
3.3815176	4.192991	-4.1834764
2.7007627	3.5606072	-4.4691978
2.1928217	2.987477	-4.653849
1.9775175	2.783455	-4.6993694
1.5406088	2.3684037	-4.762065
0.8784127	1.3041885	-4.780003
0.5996623	0.7264646	-4.776931